base hex  timestamps absolute
4406.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4406.600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4406.800 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4407.100 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4419.600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4419.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4420.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4426.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4426.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4426.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4426.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4427.500 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4435.500 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4435.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4436.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4436.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4446.200 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
4446.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4446.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4446.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4447.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4449.300 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
4451.500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4451.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4452.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4452.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4452.500 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4466.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4466.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4466.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4466.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4467.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4468.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4468.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4477.500 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4483.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4484.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4484.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4486.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4486.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4486.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4486.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4498.200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
4498.400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
4498.700 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
4498.900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
4499.800 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4500.000 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4500.300 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4500.500 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
4500.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4501.000 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
4501.300 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
4501.500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4501.700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4506.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4506.600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4506.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4507.100 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4515.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4516.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4516.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4526.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4526.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4526.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4526.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4527.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4531.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4532.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4532.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4546.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4546.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4546.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4546.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4547.800 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4548.100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4548.300 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4548.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4548.800 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4549.100 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
4563.800 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4564.100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4564.300 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4564.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4566.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4566.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4566.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4567.000 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4577.500 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4578.200 2 0307       Rx   d 8 00 00 00 00 00 00 00 00 
4579.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4580.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4580.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4586.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4586.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4586.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4586.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4595.900 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4596.200 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4596.400 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
4596.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4596.900 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
4597.200 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
4597.400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4597.700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4598.200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
4598.400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
4598.700 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
4598.900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
4606.300 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4606.600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4606.800 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4607.100 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4611.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4612.200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4612.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4626.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4626.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4626.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4626.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4627.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4627.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4628.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4628.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4628.500 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4643.800 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4644.000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4644.200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4644.500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4644.700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4645.000 2 06F6       Rx   d 8 15 9C 3B D8 1C A2 B8 8A 
4646.300 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
4646.600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4646.800 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4647.000 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4647.300 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4649.200 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
4659.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4660.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4660.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4666.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4666.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4666.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4666.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4675.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4676.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4676.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4677.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4686.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4686.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4686.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4686.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4691.800 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4692.000 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4692.300 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4692.500 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
4692.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4693.000 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
4693.300 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
4693.500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4693.700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4698.200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
4698.400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
4698.700 2 0403       Rx   d 8 02 02 89 24 24 00 00 00 
4698.900 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
4699.100 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
4706.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4706.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4706.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4706.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4707.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4708.100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4708.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4723.800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4724.000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4724.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4726.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4726.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4726.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4726.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4727.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4739.800 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4740.100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4740.300 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4740.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4740.800 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4746.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4746.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4746.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4746.900 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4748.900 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
4755.800 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4756.100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4756.300 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4756.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4766.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4766.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4766.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4766.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4771.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4772.100 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4772.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4777.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4786.100 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4786.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4786.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4786.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4787.900 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4788.100 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4788.400 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
4788.600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4788.800 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
4789.100 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
4789.300 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4789.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4798.200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
4798.400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
4798.700 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
4798.900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
4803.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4804.100 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4804.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4806.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4806.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4806.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4806.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4819.900 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4820.100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4820.400 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4820.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4826.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4826.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4826.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4826.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4827.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4835.900 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4836.200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4836.400 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4836.700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4836.900 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4846.200 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
4846.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4846.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4846.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4847.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4847.700 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
4851.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4852.200 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4852.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4866.100 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4866.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4866.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4866.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4868.000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4868.200 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4868.400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4877.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4883.900 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4884.200 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4884.400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4884.700 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
4884.900 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4885.100 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
4885.400 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
4885.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4885.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4886.100 2 06F6       Rx   d 8 15 9C 3B D8 1C A2 B8 8A 
4886.400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4886.600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4886.900 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4887.100 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4898.200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
4898.400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
4898.700 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
4898.900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
4900.000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4900.200 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4900.500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4906.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4906.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4906.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4906.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4916.000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4916.200 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
4916.500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4926.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4926.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4926.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4926.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4927.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4932.000 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4932.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4932.500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4932.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4933.000 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4946.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4946.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4946.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4946.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4947.600 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
4948.200 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
4948.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4948.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4949.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4964.200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4964.500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4964.700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4966.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4966.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4966.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4966.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
4977.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
4980.300 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
4980.500 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
4980.800 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
4981.000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4981.200 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
4981.500 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
4981.700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4982.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4986.300 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
4986.500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
4986.800 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
4987.000 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
4996.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
4996.600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
4996.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
4998.100 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
4998.400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
4998.600 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
4998.900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
5006.200 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
5006.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
5006.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
5006.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
5012.300 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
5012.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
5012.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
5013.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
5026.100 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
5026.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
5026.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
5026.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
5027.600 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
5028.300 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
5028.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
5028.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
5029.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
5029.300 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
5044.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
5044.500 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
5044.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
5046.200 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
5046.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
5046.700 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
5046.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
5047.100 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
5047.700 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
5049.400 2 0454       Rx   d 8 00 00 00 00 00 00 00 00 
5060.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
5060.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
5060.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
5066.100 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
5066.400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
5066.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
5066.900 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
5076.300 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
5076.600 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
5076.800 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
5077.100 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
5077.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
5077.500 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
5077.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
5078.000 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
5078.300 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
5078.500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
5078.800 2 0307       Rx   d 8 00 00 00 00 00 00 00 00 
5086.300 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
5086.600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
5086.800 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
5087.000 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
5092.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
5092.700 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
5092.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
5098.100 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
