base hex  timestamps absolute
2298.67509 2 073F       Rx   d 8 05 63 59 00 00 00 00 00 
2298.73740 2 0737       Rx   d 8 07 23 00 00 89 54 00 04 
2299.04446 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2299.21453 2 0737       Rx   d 8 07 23 00 00 89 58 00 04 
2299.45174 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2299.53367 2 0737       Rx   d 8 07 23 00 00 89 5C 00 04 
2299.84600 2 073F       Rx   d 8 05 63 59 00 00 00 00 00 
2300.12769 2 0737       Rx   d 8 07 23 00 00 89 60 00 04 
2300.37468 2 073F       Rx   d 8 05 63 20 00 00 00 00 00 
2300.59025 2 0737       Rx   d 8 07 23 00 00 89 64 00 04 
2300.85052 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2301.05519 2 0737       Rx   d 8 07 23 00 00 89 68 00 04 
2301.35026 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2301.51540 2 0737       Rx   d 8 07 23 00 00 89 6C 00 04 
2301.78887 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2301.98417 2 0737       Rx   d 8 07 23 00 00 89 70 00 04 
2302.24477 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2302.45549 2 0737       Rx   d 8 07 23 00 00 89 74 00 04 
2302.75034 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2302.92943 2 0737       Rx   d 8 07 23 00 00 89 78 00 04 
2303.24287 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2303.39992 2 0737       Rx   d 8 07 23 00 00 89 7C 00 04 
2303.71691 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2303.86353 2 0737       Rx   d 8 07 23 00 00 89 80 00 04 
2304.18754 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2304.33565 2 0737       Rx   d 8 07 23 00 00 89 84 00 04 
2304.67468 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2304.81610 2 0737       Rx   d 8 07 23 00 00 89 88 00 04 
2305.17298 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2305.30947 2 0737       Rx   d 8 07 23 00 00 89 8C 00 04 
2305.67831 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2305.79243 2 0737       Rx   d 8 07 23 00 00 89 90 00 04 
2306.03878 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2306.11009 2 0737       Rx   d 8 07 23 00 00 89 94 00 04 
2306.34802 2 073F       Rx   d 8 05 63 00 A0 00 20 00 00 
2306.58802 2 0737       Rx   d 8 07 23 00 00 89 98 00 04 
2306.84052 2 073F       Rx   d 8 05 63 00 50 00 10 00 00 
2307.01003 2 0737       Rx   d 8 07 23 00 00 89 9C 00 04 
2307.24841 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2307.47413 2 0737       Rx   d 8 07 23 00 00 89 A0 00 04 
2307.74011 2 073F       Rx   d 8 05 63 00 00 20 00 00 00 
2307.95013 2 0737       Rx   d 8 07 23 00 00 89 A4 00 04 
2308.23798 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2308.43192 2 0737       Rx   d 8 07 23 00 00 89 A8 00 04 
2308.77472 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2309.06677 2 0737       Rx   d 8 07 23 00 00 89 AC 00 04 
2309.33728 2 073F       Rx   d 8 05 63 FF FF 86 FF 00 00 
2309.53795 2 0737       Rx   d 8 07 23 00 00 89 B0 00 04 
2309.84687 2 073F       Rx   d 8 05 63 FF 0F 05 05 00 00 
2310.01455 2 0737       Rx   d 8 07 23 00 00 89 B4 00 04 
2310.34605 2 073F       Rx   d 8 05 63 09 04 0C 02 00 00 
2310.50312 2 0737       Rx   d 8 07 23 00 00 89 B8 00 04 
2310.77798 2 073F       Rx   d 8 05 63 04 00 00 04 00 00 
2310.91415 2 0737       Rx   d 8 07 23 00 00 89 BC 00 04 
2311.14867 2 073F       Rx   d 8 05 63 04 04 04 00 00 00 
2311.22012 2 0737       Rx   d 8 07 23 00 00 89 C0 00 04 
2311.54494 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2311.71889 2 0737       Rx   d 8 07 23 00 00 89 C4 00 04 
2312.04482 2 073F       Rx   d 8 05 63 04 04 04 04 00 00 
2312.19333 2 0737       Rx   d 8 07 23 00 00 89 C8 00 04 
2312.44415 2 073F       Rx   d 8 05 63 00 F0 16 BE 00 00 
2312.51658 2 0737       Rx   d 8 07 23 00 00 89 CC 00 04 
2312.73816 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2312.82144 2 0737       Rx   d 8 07 23 00 00 89 D0 00 04 
2313.15466 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2313.31900 2 0737       Rx   d 8 07 23 00 00 89 D4 00 04 
2313.54699 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2313.61958 2 0737       Rx   d 8 07 23 00 00 89 D8 00 04 
2313.84468 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2313.93731 2 0737       Rx   d 8 07 23 00 00 89 DC 00 04 
2314.26297 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2314.41860 2 0737       Rx   d 8 07 23 00 00 89 E0 00 04 
2314.74709 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2314.91237 2 0737       Rx   d 8 07 23 00 00 89 E4 00 04 
2315.24353 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2315.39672 2 0737       Rx   d 8 07 23 00 00 89 E8 00 04 
2315.72164 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2315.86476 2 0737       Rx   d 8 07 23 00 00 89 EC 00 04 
2316.14327 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2316.34046 2 0737       Rx   d 8 07 23 00 00 89 F0 00 04 
2316.69200 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2316.93106 2 0737       Rx   d 8 07 23 00 00 89 F4 00 04 
2317.24293 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2317.39639 2 0737       Rx   d 8 07 23 00 00 89 F8 00 04 
2317.67556 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2317.74358 2 0737       Rx   d 8 07 23 00 00 89 FC 00 04 
2318.04177 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2318.11782 2 0737       Rx   d 8 07 23 00 00 8A 00 00 04 
2318.34514 2 073F       Rx   d 8 05 63 03 00 03 00 00 00 
2318.38576 2 0737       Rx   d 8 07 23 00 00 8A 04 00 04 
2318.66197 2 073F       Rx   d 8 05 63 88 00 78 00 00 00 
2318.74846 2 0737       Rx   d 8 07 23 00 00 8A 08 00 04 
2319.07463 2 073F       Rx   d 8 05 63 2D 00 14 00 00 00 
2319.18517 2 0737       Rx   d 8 07 23 00 00 8A 0C 00 04 
2319.43429 2 073F       Rx   d 8 05 63 08 00 06 00 00 00 
2319.54167 2 0737       Rx   d 8 07 23 00 00 8A 10 00 04 
2319.86625 2 073F       Rx   d 8 05 63 2D 00 04 37 00 00 
2320.02482 2 0737       Rx   d 8 07 23 00 00 8A 14 00 04 
2320.34422 2 073F       Rx   d 8 05 63 0A 37 05 02 00 00 
2320.51671 2 0737       Rx   d 8 07 23 00 00 8A 18 00 04 
2320.84148 2 073F       Rx   d 8 05 63 8B 00 75 00 00 00 
2321.00923 2 0737       Rx   d 8 07 23 00 00 8A 1C 00 04 
2321.34122 2 073F       Rx   d 8 05 63 2D 00 25 00 00 00 
2321.42276 2 0737       Rx   d 8 07 23 00 00 8A 20 00 04 
2321.81024 2 073F       Rx   d 8 05 63 14 00 06 00 00 00 
2321.90307 2 0737       Rx   d 8 07 23 00 00 8A 24 00 04 
2322.27352 2 073F       Rx   d 8 05 63 2D 00 04 37 00 00 
2322.38568 2 0737       Rx   d 8 07 23 00 00 8A 28 00 04 
2322.66266 2 073F       Rx   d 8 05 63 0A 37 05 02 00 00 
2322.86442 2 0737       Rx   d 8 07 23 00 00 8A 2C 00 04 
2323.13949 2 073F       Rx   d 8 05 63 FF FF 00 00 00 00 
2323.32317 2 0737       Rx   d 8 07 23 00 00 8A 30 00 04 
2323.67247 2 073F       Rx   d 8 05 63 01 00 FF FF 00 00 
2323.95086 2 0737       Rx   d 8 07 23 00 00 8A 34 00 04 
2324.24160 2 073F       Rx   d 8 05 63 00 00 01 00 00 00 
2324.30385 2 0737       Rx   d 8 07 23 00 00 8A 38 00 04 
2324.53186 2 073F       Rx   d 8 05 63 01 00 FF 01 00 00 
2324.62266 2 0737       Rx   d 8 07 23 00 00 8A 3C 00 04 
2324.93135 2 073F       Rx   d 8 05 63 01 01 00 00 00 00 
2325.10156 2 0737       Rx   d 8 07 23 00 00 8A 40 00 04 
2325.33118 2 073F       Rx   d 8 05 63 FF FF 00 00 00 00 
2325.42257 2 0737       Rx   d 8 07 23 00 00 8A 44 00 04 
2325.73804 2 073F       Rx   d 8 05 63 01 00 FF FF 00 00 
2325.90263 2 0737       Rx   d 8 07 23 00 00 8A 48 00 04 
2326.14105 2 073F       Rx   d 8 05 63 00 00 01 00 00 00 
2326.22913 2 0737       Rx   d 8 07 23 00 00 8A 4C 00 04 
2326.52744 2 073F       Rx   d 8 05 63 01 00 FF 01 00 00 
2326.71028 2 0737       Rx   d 8 07 23 00 00 8A 50 00 04 
2327.02722 2 073F       Rx   d 8 05 63 01 01 00 00 00 00 
2327.18231 2 0737       Rx   d 8 07 23 00 00 8A 54 00 04 
2327.43010 2 073F       Rx   d 8 05 63 FF FF 00 00 00 00 
2327.50313 2 0737       Rx   d 8 07 23 00 00 8A 58 00 04 
2327.74022 2 073F       Rx   d 8 05 63 01 00 FF FF 00 00 
2327.82157 2 0737       Rx   d 8 07 23 00 00 8A 5C 00 04 
2328.13023 2 073F       Rx   d 8 05 63 00 00 01 00 00 00 
2328.30161 2 0737       Rx   d 8 07 23 00 00 8A 60 00 04 
2328.52986 2 073F       Rx   d 8 05 63 01 00 FF 01 00 00 
2328.62073 2 0737       Rx   d 8 07 23 00 00 8A 64 00 04 
2328.83248 2 073F       Rx   d 8 05 63 01 01 00 00 00 00 
2328.94169 2 0737       Rx   d 8 07 23 00 00 8A 68 00 04 
2329.23714 2 073F       Rx   d 8 05 63 14 04 88 00 00 00 
2329.41366 2 0737       Rx   d 8 07 23 00 00 8A 6C 00 04 
2329.72888 2 073F       Rx   d 8 05 63 78 00 04 FF 00 00 
2330.04059 2 0737       Rx   d 8 07 23 00 00 8A 70 00 04 
2330.33617 2 073F       Rx   d 8 05 63 32 09 8B 00 00 00 
2330.51700 2 0737       Rx   d 8 07 23 00 00 8A 74 00 04 
2330.82880 2 073F       Rx   d 8 05 63 75 00 04 FF 00 00 
2330.99063 2 0737       Rx   d 8 07 23 00 00 8A 78 00 04 
2331.23855 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2331.34488 2 0737       Rx   d 8 07 23 00 00 8A 7C 00 04 
2331.67092 2 073F       Rx   d 8 05 63 00 00 FF FF 00 00 
2331.81975 2 0737       Rx   d 8 07 23 00 00 8A 80 00 04 
2332.13545 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2332.30493 2 0737       Rx   d 8 07 23 00 00 8A 84 00 04 
2332.53505 2 073F       Rx   d 8 05 63 00 00 FF FF 00 00 
2332.62572 2 0737       Rx   d 8 07 23 00 00 8A 88 00 04 
2332.92393 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2333.10012 2 0737       Rx   d 8 07 23 00 00 8A 8C 00 04 
2333.32810 2 073F       Rx   d 8 05 63 00 00 FF FF 00 00 
2333.41993 2 0737       Rx   d 8 07 23 00 00 8A 90 00 04 
2333.73726 2 073F       Rx   d 8 05 63 20 02 E0 01 00 00 
2333.89853 2 0737       Rx   d 8 07 23 00 00 8A 94 00 04 
2334.12682 2 073F       Rx   d 8 05 63 00 02 1B 00 00 00 
2334.22573 2 0737       Rx   d 8 07 23 00 00 8A 98 00 04 
2334.52683 2 073F       Rx   d 8 05 63 00 00 01 00 00 00 
2334.70880 2 0737       Rx   d 8 07 23 00 00 8A 9C 00 04 
2335.02406 2 073F       Rx   d 8 05 63 2C 02 D4 01 00 00 
2335.18525 2 0737       Rx   d 8 07 23 00 00 8A A0 00 04 
2335.43316 2 073F       Rx   d 8 05 63 00 02 37 00 00 00 
2335.66167 2 0737       Rx   d 8 07 23 00 00 8A A4 00 04 
2335.92720 2 073F       Rx   d 8 05 63 00 00 00 01 00 00 
2336.12347 2 0737       Rx   d 8 07 23 00 00 8A A8 00 04 
2336.43192 2 073F       Rx   d 8 05 63 FF 03 01 00 00 00 
2336.59094 2 0737       Rx   d 8 07 23 00 00 8A AC 00 04 
2336.84185 2 073F       Rx   d 8 05 63 00 02 90 01 00 00 
2337.05684 2 0737       Rx   d 8 07 23 00 00 8A B0 00 04 
2337.33339 2 073F       Rx   d 8 05 63 00 00 01 02 00 00 
2337.51907 2 0737       Rx   d 8 07 23 00 00 8A B4 00 04 
2337.82238 2 073F       Rx   d 8 05 63 FF 03 01 00 00 00 
2337.90055 2 0737       Rx   d 8 07 23 00 00 8A B8 00 04 
2338.14127 2 073F       Rx   d 8 05 63 00 02 05 00 00 00 
2338.21689 2 0737       Rx   d 8 07 23 00 00 8A BC 00 04 
2338.52177 2 073F       Rx   d 8 05 63 00 00 01 03 00 00 
2338.70842 2 0737       Rx   d 8 07 23 00 00 8A C0 00 04 
2339.02123 2 073F       Rx   d 8 05 63 0A 02 F6 01 00 00 
2339.17814 2 0737       Rx   d 8 07 23 00 00 8A C4 00 04 
2339.42443 2 073F       Rx   d 8 05 63 00 02 37 00 00 00 
2339.49836 2 0737       Rx   d 8 07 23 00 00 8A C8 00 04 
2339.73710 2 073F       Rx   d 8 05 63 00 00 00 04 00 00 
2339.81860 2 0737       Rx   d 8 07 23 00 00 8A CC 00 04 
2340.13051 2 073F       Rx   d 8 05 63 00 08 01 00 00 00 
2340.29741 2 0737       Rx   d 8 07 23 00 00 8A D0 00 04 
2340.52817 2 073F       Rx   d 8 05 63 06 01 01 01 00 00 
2340.61641 2 0737       Rx   d 8 07 23 00 00 8A D4 00 04 
2340.84391 2 073F       Rx   d 8 05 63 40 04 01 08 00 00 
2340.93710 2 0737       Rx   d 8 07 23 00 00 8A D8 00 04 
2341.23275 2 073F       Rx   d 8 05 63 01 00 06 01 00 00 
2341.26073 2 0737       Rx   d 8 07 23 00 00 8A DC 00 04 
2341.53050 2 073F       Rx   d 8 05 63 01 01 10 04 00 00 
2341.73843 2 0737       Rx   d 8 07 23 00 00 8A E0 00 04 
2342.02986 2 073F       Rx   d 8 05 63 02 08 10 27 00 00 
2342.20991 2 0737       Rx   d 8 07 23 00 00 8A E4 00 04 
2342.53008 2 073F       Rx   d 8 05 63 04 01 01 01 00 00 
2342.84936 2 0737       Rx   d 8 07 23 00 00 8A E8 00 04 
2343.13231 2 073F       Rx   d 8 05 63 02 04 03 08 00 00 
2343.32554 2 0737       Rx   d 8 07 23 00 00 8A EC 00 04 
2343.65178 2 073F       Rx   d 8 05 63 E8 03 04 01 00 00 
2343.96556 2 0737       Rx   d 8 07 23 00 00 8A F0 00 04 
2344.22823 2 073F       Rx   d 8 05 63 01 01 01 04 00 00 
2344.29527 2 0737       Rx   d 8 07 23 00 00 8A F4 00 04 
2344.53043 2 073F       Rx   d 8 05 63 04 08 01 00 00 00 
2344.76350 2 0737       Rx   d 8 07 23 00 00 8A F8 00 04 
2345.02875 2 073F       Rx   d 8 05 63 04 01 01 01 00 00 
2345.09644 2 0737       Rx   d 8 07 23 00 00 8A FC 00 04 
2345.33023 2 073F       Rx   d 8 05 63 40 04 00 08 00 00 
2345.42140 2 0737       Rx   d 8 07 23 00 00 8B 00 00 04 
2345.73073 2 073F       Rx   d 8 05 63 01 00 04 01 00 00 
2345.89824 2 0737       Rx   d 8 07 23 00 00 8B 04 00 04 
2346.12772 2 073F       Rx   d 8 05 63 01 01 40 02 00 00 
2346.21697 2 0737       Rx   d 8 07 23 00 00 8B 08 00 04 
2346.44847 2 073F       Rx   d 8 05 63 01 08 01 00 00 00 
2346.53444 2 0737       Rx   d 8 07 23 00 00 8B 0C 00 04 
2346.82658 2 073F       Rx   d 8 05 63 04 01 01 01 00 00 
2346.85788 2 0737       Rx   d 8 07 23 00 00 8B 10 00 04 
2347.13036 2 073F       Rx   d 8 05 63 10 02 2F AB 00 00 
2347.17556 2 0737       Rx   d 8 07 23 00 00 8B 14 00 04 
2347.41723 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2347.49867 2 0737       Rx   d 8 07 23 00 00 8B 18 00 04 
2347.81955 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2347.98006 2 0737       Rx   d 8 07 23 00 00 8B 1C 00 04 
2348.22638 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2348.29389 2 0737       Rx   d 8 07 23 00 00 8B 20 00 04 
2348.64670 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2348.77502 2 0737       Rx   d 8 07 23 00 00 8B 24 00 04 
2349.01623 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2349.24622 2 0737       Rx   d 8 07 23 00 00 8B 28 00 04 
2349.52913 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2349.71208 2 0737       Rx   d 8 07 23 00 00 8B 2C 00 04 
2350.01622 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2350.20046 2 0737       Rx   d 8 07 23 00 00 8B 30 00 04 
2350.51638 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2350.69242 2 0737       Rx   d 8 07 23 00 00 8B 34 00 04 
2350.93074 2 073F       Rx   d 8 05 63 FF FF 01 FF 00 00 
2351.13353 2 0737       Rx   d 8 07 23 00 00 8B 38 00 04 
2351.41832 2 073F       Rx   d 8 05 63 00 00 01 FF 00 00 
2351.49373 2 0737       Rx   d 8 07 23 00 00 8B 3C 00 04 
2351.82493 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2351.97124 2 0737       Rx   d 8 07 23 00 00 8B 40 00 04 
2352.22101 2 073F       Rx   d 8 05 63 FF FF FF 01 00 00 
2352.29628 2 0737       Rx   d 8 07 23 00 00 8B 44 00 04 
2352.65436 2 073F       Rx   d 8 05 63 00 02 1F 3C 00 00 
2352.77275 2 0737       Rx   d 8 07 23 00 00 8B 48 00 04 
2353.01777 2 073F       Rx   d 8 05 63 01 00 01 08 00 00 
2353.09334 2 0737       Rx   d 8 07 23 00 00 8B 4C 00 04 
2353.33554 2 073F       Rx   d 8 05 63 00 00 00 00 00 00 
2353.41057 2 0737       Rx   d 8 07 23 00 00 8B 50 00 04 
2353.71712 2 073F       Rx   d 8 05 63 10 FF FF FF 00 00 
2353.89701 2 0737       Rx   d 8 07 23 00 00 8B 54 00 04 
2354.21697 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2354.37272 2 0737       Rx   d 8 07 23 00 00 8B 58 00 04 
2354.64370 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2354.69015 2 0737       Rx   d 8 07 23 00 00 8B 5C 00 04 
2354.93472 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2355.01125 2 0737       Rx   d 8 07 23 00 00 8B 60 00 04 
2355.32382 2 073F       Rx   d 8 05 63 FF 00 0D 00 00 00 
2355.64299 2 0737       Rx   d 8 07 23 00 00 8B 64 00 04 
2355.92303 2 073F       Rx   d 8 05 63 74 FF FF FF 00 00 
2356.12145 2 0737       Rx   d 8 07 23 00 00 8B 68 00 04 
2356.42255 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2356.59430 2 0737       Rx   d 8 07 23 00 00 8B 6C 00 04 
2356.91198 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2357.05582 2 0737       Rx   d 8 07 23 00 00 8B 70 00 04 
2357.34373 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2357.52548 2 0737       Rx   d 8 07 23 00 00 8B 74 00 04 
2357.82467 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2357.89924 2 0737       Rx   d 8 07 23 00 00 8B 78 00 04 
2358.22441 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2358.37056 2 0737       Rx   d 8 07 23 00 00 8B 7C 00 04 
2358.65392 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2358.68976 2 0737       Rx   d 8 07 23 00 00 8B 80 00 04 
2358.93840 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2359.00846 2 0737       Rx   d 8 07 23 00 00 8B 84 00 04 
2359.32047 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2359.49550 2 0737       Rx   d 8 07 23 00 00 8B 88 00 04 
2359.81084 2 073F       Rx   d 8 05 63 30 15 CB 00 00 00 
2359.97243 2 0737       Rx   d 8 07 23 00 00 8B 8C 00 04 
2360.22921 2 073F       Rx   d 8 05 63 01 0F 11 FF 00 00 
2360.29333 2 0737       Rx   d 8 07 23 00 00 8B 90 00 04 
2360.54025 2 073F       Rx   d 8 05 63 30 16 C0 00 00 00 
2360.61610 2 0737       Rx   d 8 07 23 00 00 8B 94 00 04 
2360.92038 2 073F       Rx   d 8 05 63 01 10 07 FF 00 00 
2361.09297 2 0737       Rx   d 8 07 23 00 00 8B 98 00 04 
2361.34504 2 073F       Rx   d 8 05 63 30 17 1D 00 00 00 
2361.56116 2 0737       Rx   d 8 07 23 00 00 8B 9C 00 04 
2361.82544 2 073F       Rx   d 8 05 63 01 11 65 FF 00 00 
2362.03731 2 0737       Rx   d 8 07 23 00 00 8B A0 00 04 
2362.32925 2 073F       Rx   d 8 05 63 30 16 6A 00 00 00 
2362.51540 2 0737       Rx   d 8 07 23 00 00 8B A4 00 04 
2362.81945 2 073F       Rx   d 8 05 63 01 12 B1 FF 00 00 
2362.98256 2 0737       Rx   d 8 07 23 00 00 8B A8 00 04 
2363.21176 2 073F       Rx   d 8 05 63 30 15 E1 00 00 00 
2363.42274 2 0737       Rx   d 8 07 23 00 00 8B AC 00 04 
2363.74636 2 073F       Rx   d 8 05 63 11 13 37 FF 00 00 
2363.85559 2 0737       Rx   d 8 07 23 00 00 8B B0 00 04 
2364.11119 2 073F       Rx   d 8 05 63 30 06 70 00 00 00 
2364.29546 2 0737       Rx   d 8 07 23 00 00 8B B4 00 04 
2364.63870 2 073F       Rx   d 8 05 63 01 14 A7 FF 00 00 
2364.77398 2 0737       Rx   d 8 07 23 00 00 8B B8 00 04 
2365.02670 2 073F       Rx   d 8 05 63 30 00 00 00 00 00 
2365.09249 2 0737       Rx   d 8 07 23 00 00 8B BC 00 04 
2365.41109 2 073F       Rx   d 8 05 63 01 15 31 FF 00 00 
2365.71676 2 0737       Rx   d 8 07 23 00 00 8B C0 00 04 
2366.01026 2 073F       Rx   d 8 05 63 30 00 00 00 00 00 
2366.17265 2 0737       Rx   d 8 07 23 00 00 8B C4 00 04 
2366.40782 2 073F       Rx   d 8 05 63 01 16 31 FF 00 00 
2366.52624 2 0737       Rx   d 8 07 23 00 00 8B C8 00 04 
2366.81051 2 073F       Rx   d 8 05 63 30 00 00 00 00 00 
2366.84627 2 0737       Rx   d 8 07 23 00 00 8B CC 00 04 
2367.11784 2 073F       Rx   d 8 05 63 11 17 41 FF 00 00 
2367.17140 2 0737       Rx   d 8 07 23 00 00 8B D0 00 04 
2367.42897 2 073F       Rx   d 8 05 63 30 00 00 00 00 00 
2367.49496 2 0737       Rx   d 8 07 23 00 00 8B D4 00 04 
2367.80753 2 073F       Rx   d 8 05 63 11 18 41 FF 00 00 
2367.97076 2 0737       Rx   d 8 07 23 00 00 8B D8 00 04 
2368.23599 2 073F       Rx   d 8 05 63 02 02 03 03 00 00 
2368.29266 2 0737       Rx   d 8 07 23 00 00 8B DC 00 04 
2368.63892 2 073F       Rx   d 8 05 63 03 01 01 02 00 00 
2368.77261 2 0737       Rx   d 8 07 23 00 00 8B E0 00 04 
2369.02794 2 073F       Rx   d 8 05 63 02 02 02 03 00 00 
2369.13793 2 0737       Rx   d 8 07 23 00 00 8B E4 00 04 
2369.41544 2 073F       Rx   d 8 05 63 03 04 04 03 00 00 
2369.56523 2 0737       Rx   d 8 07 23 00 00 8B E8 00 04 
2369.83377 2 073F       Rx   d 8 05 63 03 04 03 03 00 00 
2369.92497 2 0737       Rx   d 8 07 23 00 00 8B EC 00 04 
2370.20581 2 073F       Rx   d 8 05 63 02 03 03 02 00 00 
2370.39620 2 0737       Rx   d 8 07 23 00 00 8B F0 00 04 
2370.71944 2 073F       Rx   d 8 05 63 03 05 05 05 00 00 
2371.01487 2 0737       Rx   d 8 07 23 00 00 8B F4 00 04 
2371.30494 2 073F       Rx   d 8 05 63 05 05 01 5B 00 00 
2371.32508 2 0737       Rx   d 8 07 23 00 00 8B F8 00 04 
2371.64724 2 073F       Rx   d 8 05 63 05 04 04 04 00 00 
2372.10523 2 0737       Rx   d 8 07 23 00 00 8B FC 00 04 
2372.41727 2 073F       Rx   d 8 05 63 03 04 05 06 00 00 
2372.44533 2 0737       Rx   d 8 07 23 00 00 8C 00 00 04 
2372.72839 2 073F       Rx   d 8 05 63 06 07 08 08 00 00 
2372.77266 2 0737       Rx   d 8 07 23 00 00 8C 04 00 04 
2373.03177 2 073F       Rx   d 8 05 63 08 08 09 0A 00 00 
2373.09246 2 0737       Rx   d 8 07 23 00 00 8C 08 00 04 
2373.41641 2 073F       Rx   d 8 05 63 09 09 07 04 00 00 
2373.56359 2 0737       Rx   d 8 07 23 00 00 8C 0C 00 04 
2373.83520 2 073F       Rx   d 8 05 63 04 06 08 08 00 00 
2373.89504 2 0737       Rx   d 8 07 23 00 00 8C 10 00 04 
2374.20642 2 073F       Rx   d 8 05 63 07 05 06 0B 00 00 
2374.36436 2 0737       Rx   d 8 07 23 00 00 8C 14 00 04 
2374.64644 2 073F       Rx   d 8 05 63 0C 0B 02 CE 00 00 
2374.68543 2 0737       Rx   d 8 07 23 00 00 8C 18 00 04 
2375.01565 2 073F       Rx   d 8 05 63 0A 07 06 06 00 00 
2375.16383 2 0737       Rx   d 8 07 23 00 00 8C 1C 00 04 
2375.43608 2 073F       Rx   d 8 05 63 07 08 06 03 00 00 
2375.49207 2 0737       Rx   d 8 07 23 00 00 8C 20 00 04 
2375.80568 2 073F       Rx   d 8 05 63 03 06 08 08 00 00 
2375.96407 2 0737       Rx   d 8 07 23 00 00 8C 24 00 04 
2376.23886 2 073F       Rx   d 8 05 63 07 08 06 04 00 00 
2376.29743 2 0737       Rx   d 8 07 23 00 00 8C 28 00 04 
2376.65296 2 073F       Rx   d 8 05 63 04 03 02 04 00 00 
2376.90452 2 0737       Rx   d 8 07 23 00 00 8C 2C 00 04 
2377.21157 2 073F       Rx   d 8 05 63 07 06 05 07 00 00 
2377.37554 2 0737       Rx   d 8 07 23 00 00 8C 30 00 04 
2377.68813 2 073F       Rx   d 8 05 63 08 06 04 04 00 00 
2377.83884 2 0737       Rx   d 8 07 23 00 00 8C 34 00 04 
2378.11132 2 073F       Rx   d 8 05 63 06 07 03 B0 00 00 
2378.32788 2 0737       Rx   d 8 07 23 00 00 8C 38 00 04 
2378.64103 2 073F       Rx   d 8 05 63 05 05 04 02 00 00 
2378.68133 2 0737       Rx   d 8 07 23 00 00 8C 3C 00 04 
2378.90396 2 073F       Rx   d 8 05 63 02 04 04 04 00 00 
2379.00279 2 0737       Rx   d 8 07 23 00 00 8C 40 00 04 
2379.30406 2 073F       Rx   d 8 05 63 03 04 05 04 00 00 
2379.32214 2 0737       Rx   d 8 07 23 00 00 8C 44 00 04 
2379.64045 2 073F       Rx   d 8 05 63 02 02 02 01 00 00 
